Kirjauspäivä;Selite;Summa;Viitenumero
03.04.2023;Hoitovastike 100023;180,00;100023
19.07.2023;Hoitovastike 100036;210,00;100036
03.04.2023;Pääkirja Taloushallinto;-354,04;
06.04.2023;Hoitovastike 100023;180,00;100023
24.12.2023;Hoitovastike 100023;180,00;100023
16.09.2023;Pankin Palvelumaksu;-12,50;
17.06.2023;Hoitovastike 100023;180,00;100023
10.11.2023;Kone Hissihuolto;-326,01;
19.06.2023;Hoitovastike 100023;180,00;100023
01.11.2023;Verohallinto Kiinteistovero;-2128,68;
03.12.2023;Hoitovastike 100052;175,00;100052
08.02.2023;Hoitovastike 100052;175,00;100052
03.10.2023;Hoitovastike 100036;210,00;100036
01.07.2023;Verohallinto Kiinteistovero;-2250,59;
09.04.2023;Hoitovastike 100036;210,00;100036
02.06.2023;Pankin Palvelumaksu;-12,50;
20.10.2023;Hoitovastike 100049;150,00;100049
08.09.2023;Kone Hissihuolto;-203,56;
05.05.2023;Verohallinto Kiinteistovero;-1267,09;
17.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-309,50;
12.06.2023;Hoitovastike 100049;150,00;100049
07.09.2023;Hoitovastike 100010;250,00;100010
08.03.2023;Hoitovastike 100052;175,00;100052
20.12.2023;Hoitovastike 100036;210,00;100036
21.05.2023;Hoitovastike 100036;210,00;100036
12.07.2023;HSY VESI JA VIEMARI;-289,91;
24.11.2023;Hoitovastike 100023;180,00;100023
17.05.2023;Hoitovastike 100049;150,00;100049
30.01.2023;FORTUM OYJ SAHKOLASKU;-264,47;
25.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
09.01.2023;DNA Oyj Laajakaista;-120,00;
19.01.2023;HSY VESI JA VIEMARI;-155,79;
05.05.2023;Hoitovastike 100052;175,00;100052
08.03.2023;Hoitovastike 100010;250,00;100010
10.05.2023;Hoitovastike 100052;175,00;100052
21.10.2023;Hoitovastike 100010;250,00;100010
16.12.2023;Hoitovastike 100049;150,00;100049
18.03.2023;Hoitovastike 100023;180,00;100023
13.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
12.07.2023;Hoitovastike 100010;250,00;100010
28.06.2023;Hoitovastike 100049;150,00;100049
06.01.2023;Pääkirja Taloushallinto;-451,03;
19.10.2023;Hoitovastike 100036;210,00;100036
04.06.2023;Hoitovastike 100036;210,00;100036
04.04.2023;Hoitovastike 100023;180,00;100023
13.05.2023;Hoitovastike 100036;210,00;100036
11.01.2023;Hoitovastike 100052;175,00;100052
11.01.2023;Hoitovastike 100010;250,00;100010
15.04.2023;Helen Oy Sahko;-165,70;
22.04.2023;Hoitovastike 100036;210,00;100036
01.01.2024;Helen Oy Sahko;-411,65;
02.02.2023;Pankin Palvelumaksu;-12,50;
06.09.2023;Pankin Palvelumaksu;-12,50;
17.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
15.11.2023;K-Rauta rautakauppa;-151,99;
10.01.2023;Hoitovastike 100036;210,00;100036
18.08.2023;Hoitovastike 100036;210,00;100036
17.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
18.11.2023;Pääkirja Taloushallinto;-438,99;
13.02.2023;Hoitovastike 100049;150,00;100049
03.04.2023;Hoitovastike 100052;175,00;100052
07.12.2023;Pääkirja Taloushallinto;-322,83;
25.01.2023;Helen Oy Sahko;-290,84;
06.07.2023;S-Rauta Maalia ja tarvikkeita;-61,88;
17.06.2023;Hoitovastike 100036;210,00;100036
29.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-273,18;
13.07.2023;Hoitovastike 100052;175,00;100052
07.08.2023;FORTUM OYJ SAHKOLASKU;-543,73;
09.12.2023;Pääkirja Taloushallinto;-407,04;
18.08.2023;Hoitovastike 100036;210,00;100036
28.02.2023;HSY VESI JA VIEMARI;-175,86;
08.02.2023;Hoitovastike 100052;175,00;100052
24.12.2023;LASSILA & TIKANOJA SIIVOUS OY;-226,45;
21.04.2023;Hoitovastike 100036;210,00;100036
15.08.2023;Hoitovastike 100023;180,00;100023
06.02.2023;Hoitovastike 100010;250,00;100010
04.10.2023;Hoitovastike 100036;210,00;100036
26.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-352,55;
17.12.2023;Hoitovastike 100049;150,00;100049
18.05.2023;Hoitovastike 100023;180,00;100023
26.03.2023;Hoitovastike 100023;180,00;100023
14.08.2023;Pääkirja Taloushallinto;-343,48;
22.12.2023;Pankin Palvelumaksu;-12,50;
03.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-287,38;
19.05.2023;Hoitovastike 100023;180,00;100023
10.07.2023;S-Rauta Maalia ja tarvikkeita;-36,11;
21.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
11.09.2023;Pankin Palvelumaksu;-12,50;
29.09.2023;FORTUM OYJ SAHKOLASKU;-359,58;
11.10.2023;Hoitovastike 100049;150,00;100049
10.11.2023;Hoitovastike 100023;180,00;100023
22.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-228,75;
30.10.2023;Hoitovastike 100023;180,00;100023
02.12.2023;Hoitovastike 100010;250,00;100010
11.06.2023;Kone Hissihuolto;-168,83;
26.05.2023;Hoitovastike 100036;210,00;100036
18.05.2023;S-Rauta Maalia ja tarvikkeita;-43,48;
20.01.2023;Hoitovastike 100023;180,00;100023
30.12.2023;Pääkirja Taloushallinto;-477,81;
20.02.2023;Hoitovastike 100010;250,00;100010
06.04.2023;Hoitovastike 100010;250,00;100010
03.05.2023;Hoitovastike 100049;150,00;100049
18.02.2023;DNA Oyj Laajakaista;-120,00;
02.09.2023;FORTUM OYJ SAHKOLASKU;-440,34;
11.03.2023;Hoitovastike 100049;150,00;100049
15.04.2023;Hoitovastike 100049;150,00;100049
23.12.2023;Hoitovastike 100010;250,00;100010
11.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-317,25;
18.05.2023;Hoitovastike 100010;250,00;100010
11.12.2023;S-Rauta Maalia ja tarvikkeita;-17,20;
30.03.2023;Pääkirja Taloushallinto;-485,93;
09.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-389,56;
09.08.2023;Hoitovastike 100036;210,00;100036
05.01.2023;Kone Hissihuolto;-236,01;
30.09.2023;Kone Hissihuolto;-312,30;
24.10.2023;Hoitovastike 100023;180,00;100023
21.01.2023;Hoitovastike 100010;250,00;100010
03.04.2023;Hoitovastike 100023;180,00;100023
18.09.2023;Hoitovastike 100023;180,00;100023
07.07.2023;Hoitovastike 100023;180,00;100023
13.08.2023;Hoitovastike 100052;175,00;100052
03.11.2023;Hoitovastike 100049;150,00;100049
29.08.2023;Hoitovastike 100052;175,00;100052
24.12.2023;Hoitovastike 100052;175,00;100052
23.02.2023;Hoitovastike 100036;210,00;100036
11.08.2023;Hoitovastike 100023;180,00;100023
23.07.2023;Hoitovastike 100036;210,00;100036
05.10.2023;Hoitovastike 100049;150,00;100049
03.12.2023;Hoitovastike 100049;150,00;100049
09.08.2023;Hoitovastike 100052;175,00;100052
30.07.2023;Hoitovastike 100023;180,00;100023
09.06.2023;Hoitovastike 100023;180,00;100023
18.05.2023;Hoitovastike 100023;180,00;100023
23.09.2023;Hoitovastike 100052;175,00;100052
09.03.2023;Pääkirja Taloushallinto;-367,67;
09.03.2023;HSY VESI JA VIEMARI;-232,86;
06.09.2023;Pääkirja Taloushallinto;-474,11;
01.03.2023;Hoitovastike 100023;180,00;100023
16.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
18.07.2023;Verohallinto Kiinteistovero;-1843,20;
16.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
02.09.2023;S-Rauta Maalia ja tarvikkeita;-97,30;
03.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-228,85;
11.11.2023;Verohallinto Kiinteistovero;-1060,45;
05.10.2023;Hoitovastike 100052;175,00;100052
16.07.2023;Hoitovastike 100023;180,00;100023
09.03.2023;Hoitovastike 100052;175,00;100052
13.05.2023;Hoitovastike 100036;210,00;100036
26.06.2023;S-Rauta Maalia ja tarvikkeita;-52,32;
27.05.2023;Hoitovastike 100049;150,00;100049
05.07.2023;Hoitovastike 100010;250,00;100010
19.04.2023;Kone Hissihuolto;-251,97;
18.09.2023;HSY VESI JA VIEMARI;-174,30;
25.11.2023;Pääkirja Taloushallinto;-334,76;
10.06.2023;Hoitovastike 100023;180,00;100023
07.06.2023;Hoitovastike 100010;250,00;100010
08.07.2023;DNA Oyj Laajakaista;-120,00;
24.06.2023;Hoitovastike 100010;250,00;100010
30.01.2023;Hoitovastike 100010;250,00;100010
07.10.2023;Hoitovastike 100049;150,00;100049
02.11.2023;Hoitovastike 100052;175,00;100052
05.08.2023;K-Rauta rautakauppa;-194,53;
05.08.2023;HSY VESI JA VIEMARI;-265,74;
20.05.2023;Hoitovastike 100049;150,00;100049
09.06.2023;Hoitovastike 100010;250,00;100010
22.03.2023;Pankin Palvelumaksu;-12,50;
19.01.2023;Hoitovastike 100052;175,00;100052
25.04.2023;S-Rauta Maalia ja tarvikkeita;-44,75;
03.03.2023;Hoitovastike 100010;250,00;100010
20.06.2023;Hoitovastike 100023;180,00;100023
07.12.2023;Hoitovastike 100010;250,00;100010
26.02.2023;S-Rauta Maalia ja tarvikkeita;-83,41;
04.03.2023;Hoitovastike 100010;250,00;100010
17.07.2023;DNA Oyj Laajakaista;-120,00;
19.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-378,00;
30.05.2023;Hoitovastike 100049;150,00;100049
08.03.2023;Verohallinto Kiinteistovero;-1492,68;
26.07.2023;Verohallinto Kiinteistovero;-1855,64;
30.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-317,70;
31.01.2023;Hoitovastike 100023;180,00;100023
19.02.2023;Helen Oy Sahko;-323,03;
09.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
23.10.2023;Hoitovastike 100036;210,00;100036
24.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.08.2023;Hoitovastike 100023;180,00;100023
24.12.2023;Hoitovastike 100023;180,00;100023
21.03.2023;Verohallinto Kiinteistovero;-2417,86;
30.09.2023;Pankin Palvelumaksu;-12,50;
06.08.2023;Hoitovastike 100036;210,00;100036
28.11.2023;K-Rauta rautakauppa;-113,19;
25.04.2023;Pääkirja Taloushallinto;-442,81;
02.11.2023;Hoitovastike 100036;210,00;100036
23.08.2023;DNA Oyj Laajakaista;-120,00;
16.07.2023;K-Rauta rautakauppa;-73,93;
13.07.2023;Hoitovastike 100052;175,00;100052
13.10.2023;Hoitovastike 100049;150,00;100049
04.08.2023;Hoitovastike 100052;175,00;100052
28.03.2023;Hoitovastike 100010;250,00;100010
28.08.2023;Hoitovastike 100049;150,00;100049
11.08.2023;Hoitovastike 100010;250,00;100010
05.09.2023;DNA Oyj Laajakaista;-120,00;
24.09.2023;Pankin Palvelumaksu;-12,50;
25.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-351,50;
08.06.2023;HSY VESI JA VIEMARI;-284,50;
23.09.2023;Hoitovastike 100010;250,00;100010
28.03.2023;Hoitovastike 100010;250,00;100010
25.03.2023;Hoitovastike 100036;210,00;100036
28.09.2023;Hoitovastike 100049;150,00;100049
05.10.2023;Hoitovastike 100023;180,00;100023
13.03.2023;Hoitovastike 100023;180,00;100023
27.09.2023;Hoitovastike 100036;210,00;100036
17.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
09.07.2023;FORTUM OYJ SAHKOLASKU;-623,13;
09.05.2023;Hoitovastike 100010;250,00;100010
23.02.2023;Verohallinto Kiinteistovero;-2211,16;
20.03.2023;Hoitovastike 100010;250,00;100010
14.10.2023;Hoitovastike 100049;150,00;100049
18.06.2023;Hoitovastike 100052;175,00;100052
31.01.2023;Hoitovastike 100010;250,00;100010
21.09.2023;DNA Oyj Laajakaista;-120,00;
02.12.2023;Pääkirja Taloushallinto;-312,31;
15.02.2023;Hoitovastike 100052;175,00;100052
30.09.2023;Hoitovastike 100023;180,00;100023
27.09.2023;Verohallinto Kiinteistovero;-2228,02;
04.01.2023;Hoitovastike 100049;150,00;100049
27.10.2023;Helen Oy Sahko;-312,29;
11.01.2023;FORTUM OYJ SAHKOLASKU;-609,56;
22.01.2023;Hoitovastike 100052;175,00;100052
01.03.2023;Hoitovastike 100023;180,00;100023
13.03.2023;Kone Hissihuolto;-171,37;
08.10.2023;Verohallinto Kiinteistovero;-2228,30;
19.01.2023;Hoitovastike 100010;250,00;100010
08.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-334,79;
04.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
29.01.2023;Pankin Palvelumaksu;-12,50;
11.10.2023;FORTUM OYJ SAHKOLASKU;-598,55;
02.08.2023;Hoitovastike 100036;210,00;100036
31.10.2023;Hoitovastike 100010;250,00;100010
25.03.2023;Hoitovastike 100023;180,00;100023
29.10.2023;Kone Hissihuolto;-234,12;
20.03.2023;Hoitovastike 100036;210,00;100036
17.05.2023;Hoitovastike 100023;180,00;100023
17.09.2023;Hoitovastike 100036;210,00;100036
08.05.2023;Hoitovastike 100049;150,00;100049
03.01.2023;Pääkirja Taloushallinto;-444,20;
01.05.2023;Hoitovastike 100010;250,00;100010
08.06.2023;Hoitovastike 100023;180,00;100023
04.02.2023;DNA Oyj Laajakaista;-120,00;
04.02.2023;Hoitovastike 100023;180,00;100023
03.10.2023;Pääkirja Taloushallinto;-392,73;
29.07.2023;Hoitovastike 100036;210,00;100036
05.08.2023;Kone Hissihuolto;-281,84;
22.06.2023;Hoitovastike 100049;150,00;100049
29.01.2023;Hoitovastike 100052;175,00;100052
13.03.2023;DNA Oyj Laajakaista;-120,00;
07.04.2023;Hoitovastike 100036;210,00;100036
02.08.2023;Hoitovastike 100010;250,00;100010
14.12.2023;Pääkirja Taloushallinto;-409,72;
26.02.2023;Hoitovastike 100023;180,00;100023
21.12.2023;Hoitovastike 100036;210,00;100036
23.11.2023;Hoitovastike 100052;175,00;100052
20.09.2023;Hoitovastike 100049;150,00;100049
01.01.2024;Hoitovastike 100010;250,00;100010
08.12.2023;Hoitovastike 100010;250,00;100010
19.11.2023;Hoitovastike 100023;180,00;100023
20.06.2023;Hoitovastike 100023;180,00;100023
01.01.2024;HSY VESI JA VIEMARI;-119,66;
16.04.2023;S-Rauta Maalia ja tarvikkeita;-67,58;
16.06.2023;Hoitovastike 100010;250,00;100010
07.06.2023;Hoitovastike 100052;175,00;100052
12.08.2023;Hoitovastike 100052;175,00;100052
25.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-213,38;
14.01.2023;Hoitovastike 100010;250,00;100010
30.12.2023;Pankin Palvelumaksu;-12,50;
13.06.2023;Hoitovastike 100023;180,00;100023
11.04.2023;Hoitovastike 100023;180,00;100023
01.11.2023;HSY VESI JA VIEMARI;-295,45;
13.02.2023;DNA Oyj Laajakaista;-120,00;
05.03.2023;Pääkirja Taloushallinto;-409,70;
23.02.2023;Hoitovastike 100049;150,00;100049
11.12.2023;Hoitovastike 100049;150,00;100049
25.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-201,58;
25.04.2023;Kone Hissihuolto;-307,48;
07.11.2023;Hoitovastike 100023;180,00;100023
11.12.2023;Hoitovastike 100052;175,00;100052
28.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-286,34;
22.12.2023;Hoitovastike 100049;150,00;100049
16.09.2023;Hoitovastike 100010;250,00;100010
30.10.2023;Hoitovastike 100010;250,00;100010
19.09.2023;Hoitovastike 100049;150,00;100049
19.02.2023;Hoitovastike 100023;180,00;100023
20.05.2023;Hoitovastike 100052;175,00;100052
18.12.2023;FORTUM OYJ SAHKOLASKU;-212,84;
03.06.2023;Hoitovastike 100052;175,00;100052
19.04.2023;Hoitovastike 100049;150,00;100049
01.12.2023;K-Rauta rautakauppa;-198,28;
31.07.2023;Pääkirja Taloushallinto;-421,85;
26.11.2023;Hoitovastike 100010;250,00;100010
12.04.2023;Hoitovastike 100049;150,00;100049
03.05.2023;Hoitovastike 100036;210,00;100036
20.04.2023;Hoitovastike 100010;250,00;100010
17.12.2023;Verohallinto Kiinteistovero;-1637,98;
23.04.2023;Hoitovastike 100052;175,00;100052
31.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
10.04.2023;DNA Oyj Laajakaista;-120,00;
20.11.2023;FORTUM OYJ SAHKOLASKU;-398,15;
15.07.2023;Hoitovastike 100023;180,00;100023
10.03.2023;Hoitovastike 100010;250,00;100010
16.10.2023;Hoitovastike 100049;150,00;100049
01.02.2023;S-Rauta Maalia ja tarvikkeita;-39,63;
26.09.2023;FORTUM OYJ SAHKOLASKU;-508,42;
16.02.2023;Helen Oy Sahko;-396,13;
28.03.2023;Hoitovastike 100010;250,00;100010
05.01.2023;Pääkirja Taloushallinto;-481,77;
29.03.2023;Hoitovastike 100010;250,00;100010
28.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
09.02.2023;Hoitovastike 100049;150,00;100049
26.12.2023;Hoitovastike 100036;210,00;100036
06.11.2023;Hoitovastike 100023;180,00;100023
15.06.2023;Hoitovastike 100023;180,00;100023
16.10.2023;Hoitovastike 100036;210,00;100036
24.09.2023;S-Rauta Maalia ja tarvikkeita;-84,76;
21.10.2023;Hoitovastike 100010;250,00;100010
04.08.2023;HSY VESI JA VIEMARI;-265,41;
23.06.2023;Hoitovastike 100023;180,00;100023
24.12.2023;Hoitovastike 100036;210,00;100036
22.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
05.08.2023;Hoitovastike 100052;175,00;100052
01.08.2023;Hoitovastike 100052;175,00;100052
15.03.2023;Hoitovastike 100010;250,00;100010
12.01.2023;Hoitovastike 100023;180,00;100023
11.01.2023;Pankin Palvelumaksu;-12,50;
22.06.2023;Hoitovastike 100023;180,00;100023
19.06.2023;Hoitovastike 100049;150,00;100049
01.02.2023;Hoitovastike 100049;150,00;100049
01.07.2023;Hoitovastike 100049;150,00;100049
10.08.2023;Pääkirja Taloushallinto;-456,36;
19.08.2023;Kone Hissihuolto;-281,70;
14.11.2023;K-Rauta rautakauppa;-190,42;
14.04.2023;Hoitovastike 100049;150,00;100049
08.07.2023;Pankin Palvelumaksu;-12,50;
02.05.2023;Hoitovastike 100052;175,00;100052
31.08.2023;Hoitovastike 100023;180,00;100023
23.04.2023;Hoitovastike 100036;210,00;100036
17.03.2023;Hoitovastike 100010;250,00;100010
08.11.2023;Hoitovastike 100052;175,00;100052
07.02.2023;Hoitovastike 100023;180,00;100023
24.03.2023;FORTUM OYJ SAHKOLASKU;-376,45;
08.05.2023;Hoitovastike 100052;175,00;100052
17.06.2023;Hoitovastike 100010;250,00;100010
03.10.2023;Hoitovastike 100023;180,00;100023
25.12.2023;Hoitovastike 100010;250,00;100010
25.02.2023;Hoitovastike 100049;150,00;100049
24.07.2023;S-Rauta Maalia ja tarvikkeita;-40,74;
10.06.2023;Hoitovastike 100049;150,00;100049
06.10.2023;Hoitovastike 100023;180,00;100023
27.06.2023;Pääkirja Taloushallinto;-324,61;
29.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
15.10.2023;Hoitovastike 100023;180,00;100023
23.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-230,96;
19.02.2023;Hoitovastike 100036;210,00;100036
16.09.2023;Hoitovastike 100036;210,00;100036
11.06.2023;S-Rauta Maalia ja tarvikkeita;-85,50;
27.12.2023;S-Rauta Maalia ja tarvikkeita;-22,28;
30.09.2023;Hoitovastike 100010;250,00;100010
27.09.2023;K-Rauta rautakauppa;-146,04;
30.09.2023;Hoitovastike 100036;210,00;100036
13.12.2023;Pääkirja Taloushallinto;-312,67;
31.05.2023;Hoitovastike 100010;250,00;100010
24.03.2023;Hoitovastike 100023;180,00;100023
30.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
23.03.2023;Hoitovastike 100023;180,00;100023
07.10.2023;Hoitovastike 100052;175,00;100052
17.07.2023;Hoitovastike 100049;150,00;100049
29.06.2023;Hoitovastike 100049;150,00;100049
30.04.2023;Verohallinto Kiinteistovero;-1009,10;
14.03.2023;HSY VESI JA VIEMARI;-224,22;
14.11.2023;Hoitovastike 100023;180,00;100023
13.03.2023;Hoitovastike 100052;175,00;100052
05.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
30.04.2023;Kone Hissihuolto;-389,29;
30.09.2023;DNA Oyj Laajakaista;-120,00;
25.02.2023;Hoitovastike 100052;175,00;100052
04.08.2023;Hoitovastike 100010;250,00;100010
21.09.2023;Hoitovastike 100052;175,00;100052
21.01.2023;Hoitovastike 100052;175,00;100052
16.02.2023;Kone Hissihuolto;-322,82;
07.09.2023;Hoitovastike 100036;210,00;100036
08.05.2023;S-Rauta Maalia ja tarvikkeita;-66,23;
29.12.2023;DNA Oyj Laajakaista;-120,00;
09.12.2023;Kone Hissihuolto;-367,55;
21.08.2023;Hoitovastike 100036;210,00;100036
04.07.2023;Hoitovastike 100036;210,00;100036
08.07.2023;DNA Oyj Laajakaista;-120,00;
14.02.2023;Pääkirja Taloushallinto;-485,81;
25.01.2023;S-Rauta Maalia ja tarvikkeita;-86,13;
03.06.2023;Hoitovastike 100036;210,00;100036
08.05.2023;S-Rauta Maalia ja tarvikkeita;-61,58;
19.12.2023;Hoitovastike 100010;250,00;100010
23.07.2023;Hoitovastike 100049;150,00;100049
29.09.2023;Hoitovastike 100049;150,00;100049
17.09.2023;Hoitovastike 100036;210,00;100036
03.03.2023;Hoitovastike 100052;175,00;100052
10.07.2023;Hoitovastike 100010;250,00;100010
07.05.2023;Isannointitoimisto Paakirja Oy;-850,00;
06.04.2023;Hoitovastike 100010;250,00;100010
30.09.2023;Pääkirja Taloushallinto;-340,37;
15.08.2023;DNA Oyj Laajakaista;-120,00;
28.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
16.05.2023;Hoitovastike 100036;210,00;100036
15.11.2023;Verohallinto Kiinteistovero;-2371,50;
10.01.2023;Hoitovastike 100010;250,00;100010
01.08.2023;Hoitovastike 100052;175,00;100052
06.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
22.10.2023;Hoitovastike 100049;150,00;100049
03.11.2023;Hoitovastike 100049;150,00;100049
11.10.2023;Hoitovastike 100023;180,00;100023
09.03.2023;Hoitovastike 100036;210,00;100036
23.01.2023;Hoitovastike 100023;180,00;100023
11.02.2023;Verohallinto Kiinteistovero;-1907,33;
10.06.2023;Hoitovastike 100010;250,00;100010
26.07.2023;FORTUM OYJ SAHKOLASKU;-497,41;
16.06.2023;Hoitovastike 100010;250,00;100010
05.04.2023;Hoitovastike 100049;150,00;100049
16.11.2023;Hoitovastike 100010;250,00;100010
16.02.2023;Hoitovastike 100023;180,00;100023
07.10.2023;Hoitovastike 100049;150,00;100049
29.04.2023;DNA Oyj Laajakaista;-120,00;
22.09.2023;Hoitovastike 100036;210,00;100036
17.10.2023;Hoitovastike 100010;250,00;100010
24.06.2023;Hoitovastike 100052;175,00;100052
18.06.2023;Hoitovastike 100010;250,00;100010
19.08.2023;Hoitovastike 100036;210,00;100036
23.09.2023;K-Rauta rautakauppa;-82,81;
28.06.2023;Hoitovastike 100049;150,00;100049
21.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-357,90;
02.12.2023;Pääkirja Taloushallinto;-317,96;
08.11.2023;Kone Hissihuolto;-350,12;
03.08.2023;Hoitovastike 100049;150,00;100049
28.03.2023;Pankin Palvelumaksu;-12,50;
29.06.2023;Hoitovastike 100036;210,00;100036
18.12.2023;Hoitovastike 100023;180,00;100023
13.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-336,93;
21.06.2023;Hoitovastike 100036;210,00;100036
20.12.2023;Hoitovastike 100049;150,00;100049
24.11.2023;K-Rauta rautakauppa;-163,35;
17.03.2023;Verohallinto Kiinteistovero;-2206,44;
30.06.2023;Hoitovastike 100010;250,00;100010
21.06.2023;Hoitovastike 100036;210,00;100036
24.09.2023;Hoitovastike 100052;175,00;100052
16.05.2023;Hoitovastike 100049;150,00;100049
20.11.2023;Hoitovastike 100036;210,00;100036
17.02.2023;Hoitovastike 100023;180,00;100023
13.12.2023;Hoitovastike 100052;175,00;100052
24.02.2023;Hoitovastike 100023;180,00;100023
29.03.2023;Hoitovastike 100052;175,00;100052
23.09.2023;Hoitovastike 100049;150,00;100049
28.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-340,19;
08.09.2023;FORTUM OYJ SAHKOLASKU;-724,90;
21.12.2023;Verohallinto Kiinteistovero;-1534,85;
28.02.2023;Hoitovastike 100010;250,00;100010
23.05.2023;Hoitovastike 100023;180,00;100023
31.05.2023;Helen Oy Sahko;-252,48;
05.02.2023;Verohallinto Kiinteistovero;-1748,14;
26.12.2023;Hoitovastike 100049;150,00;100049
26.03.2023;Hoitovastike 100010;250,00;100010
28.09.2023;Kone Hissihuolto;-272,95;
10.09.2023;Hoitovastike 100023;180,00;100023
28.02.2023;Hoitovastike 100052;175,00;100052
03.07.2023;Kone Hissihuolto;-172,08;
25.11.2023;Hoitovastike 100052;175,00;100052
18.04.2023;Hoitovastike 100036;210,00;100036
02.09.2023;Hoitovastike 100010;250,00;100010
04.12.2023;Hoitovastike 100052;175,00;100052
08.11.2023;Helen Oy Sahko;-210,34;
06.02.2023;Hoitovastike 100010;250,00;100010
27.03.2023;Hoitovastike 100036;210,00;100036
30.10.2023;Hoitovastike 100052;175,00;100052
06.08.2023;K-Rauta rautakauppa;-53,16;
10.01.2023;Hoitovastike 100049;150,00;100049
12.11.2023;Hoitovastike 100049;150,00;100049
23.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-271,22;
23.03.2023;Hoitovastike 100036;210,00;100036
31.10.2023;K-Rauta rautakauppa;-57,22;
03.09.2023;Kone Hissihuolto;-365,03;
27.03.2023;Hoitovastike 100052;175,00;100052
20.06.2023;Hoitovastike 100052;175,00;100052
29.01.2023;Hoitovastike 100052;175,00;100052
02.11.2023;Hoitovastike 100052;175,00;100052
19.11.2023;Hoitovastike 100023;180,00;100023
04.05.2023;Hoitovastike 100036;210,00;100036
25.11.2023;Hoitovastike 100049;150,00;100049
16.12.2023;Hoitovastike 100052;175,00;100052
28.11.2023;Hoitovastike 100010;250,00;100010
02.01.2023;Hoitovastike 100023;180,00;100023
11.11.2023;LASSILA & TIKANOJA SIIVOUS OY;-278,96;
11.08.2023;DNA Oyj Laajakaista;-120,00;
16.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
25.02.2023;Isannointitoimisto Paakirja Oy;-850,00;
19.04.2023;K-Rauta rautakauppa;-72,40;
25.02.2023;HSY VESI JA VIEMARI;-262,34;
29.03.2023;Hoitovastike 100052;175,00;100052
06.06.2023;Hoitovastike 100052;175,00;100052
08.06.2023;Hoitovastike 100023;180,00;100023
11.11.2023;Hoitovastike 100023;180,00;100023
13.06.2023;Hoitovastike 100052;175,00;100052
20.05.2023;Verohallinto Kiinteistovero;-1423,90;
08.04.2023;Hoitovastike 100023;180,00;100023
09.10.2023;Hoitovastike 100010;250,00;100010
14.12.2023;Hoitovastike 100010;250,00;100010
24.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-241,88;
02.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-359,19;
23.05.2023;Hoitovastike 100036;210,00;100036
22.12.2023;Hoitovastike 100036;210,00;100036
12.03.2023;Kone Hissihuolto;-375,32;
09.01.2023;Verohallinto Kiinteistovero;-1485,59;
20.01.2023;Pääkirja Taloushallinto;-468,44;
08.08.2023;Hoitovastike 100052;175,00;100052
29.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-249,66;
10.12.2023;Pääkirja Taloushallinto;-381,83;
11.05.2023;Hoitovastike 100052;175,00;100052
23.10.2023;Hoitovastike 100052;175,00;100052
12.08.2023;Hoitovastike 100049;150,00;100049
23.02.2023;Hoitovastike 100049;150,00;100049
20.12.2023;FORTUM OYJ SAHKOLASKU;-430,54;
